id,household_member_count,g_of_biscuit,unit_of_eggs,g_fruit/vege,g_of_rice,unit_of_canned,sachets_of_beverage,unit_of_instant,unit_of_bread,days_to_consume
7874,2,740,50,6623,2156,20,30,20,30,15
7875,6,5759,350,45154,14696,146,204,136,188,34
7876,6,4670,316,41241,11365,118,198,144,214,33
7877,3,7123,437,55963,19678,179,258,167,240,86
7878,2,2715,164,21345,6013,64,100,72,94,50
7879,4,1226,64,8386,2050,24,40,30,32,10
7880,1,528,49,6282,2681,21,28,16,34,28
7881,3,6603,441,56918,21473,180,261,162,268,87
7882,2,1863,121,15432,5267,51,70,46,68,35
7883,5,261,25,3186,1061,10,15,10,20,3
7884,4,1493,100,12953,4101,40,60,41,62,15
7885,8,11115,762,97959,31184,306,456,310,482,57
7886,1,1213,76,9790,3543,29,47,31,46,47
7887,1,640,31,4073,1345,13,18,12,12,18
7888,1,1042,72,9439,1955,28,44,35,48,44
7889,4,8058,508,65608,22170,204,304,201,296,76
7890,9,17660,1068,138988,46116,420,648,436,614,72
7891,7,14803,905,117819,36605,352,553,382,524,79
7892,5,1036,86,11205,3521,36,50,34,60,10
7893,6,12546,760,97414,35530,304,456,292,422,76
7894,2,2557,167,21724,7348,65,102,68,102,51
7895,6,7228,477,61214,20363,189,288,193,296,48
7896,2,2241,142,18692,6047,52,90,62,94,45
7897,3,6176,402,51720,17789,159,243,161,244,81
7898,1,1294,79,10529,3753,32,47,30,44,47
7899,4,1202,67,8959,3585,23,44,28,42,11
7900,1,863,36,4836,620,12,24,21,14,24
7901,1,53,11,1426,673,5,6,3,10,6
7902,7,7984,467,60113,18908,187,280,191,252,40
7903,7,499,32,4215,1713,11,21,13,24,3
7904,2,101,14,1876,714,6,8,5,12,4
7905,8,11505,787,101876,33586,315,472,317,500,59
7906,3,2234,143,18234,8070,59,84,48,82,28
7907,9,15695,1121,143826,47449,455,666,444,718,74
7908,8,13254,892,114536,40395,364,528,342,544,66
7909,5,8239,552,71289,25817,217,335,216,348,67
7910,7,7226,456,58534,18524,176,280,193,278,40
7911,6,9353,544,70169,19793,220,324,232,286,54
7912,6,4105,285,37060,11635,117,168,115,176,28
7913,5,11995,765,99532,33767,305,460,304,454,92
7914,5,8497,513,67067,20827,198,315,218,300,63
7915,8,18418,1198,155401,49550,470,728,499,742,91
7916,4,8429,555,71767,23430,219,336,228,342,84
7917,2,4910,304,39025,14759,120,184,116,178,92
7918,7,15924,1072,138896,46403,428,644,429,668,92
7919,2,3200,194,25091,8883,74,120,78,116,60
7920,2,151,7,838,452,3,4,2,2,2
7921,2,1416,77,9852,3797,31,46,28,38,23
7922,2,4366,261,33679,10439,103,158,109,148,79
7923,5,1683,116,14719,5487,51,65,40,64,13
7924,8,617,41,5202,1450,17,24,17,24,3
7925,8,7274,453,59442,18473,173,280,194,276,35
7926,5,10022,654,84770,26339,259,395,272,398,79
7927,1,2089,130,17201,6140,51,79,51,78,79
7928,4,2040,131,17002,5655,51,80,54,80,20
7929,3,5477,351,45277,15607,141,210,138,206,70
7930,5,9997,605,77114,26428,245,360,236,336,72
7931,9,15748,986,126648,40886,392,594,402,580,66
7932,3,1684,100,12822,4593,37,63,41,62,21
7933,2,2084,127,16401,5782,53,74,47,66,37
7934,1,997,47,6178,1314,19,28,22,16,28
7935,4,395,28,3638,652,12,16,13,16,4
7936,1,484,29,3901,1167,9,20,15,22,20
7937,9,14023,931,119771,42215,373,558,363,568,62
7938,7,10308,663,85048,25632,264,399,278,398,57
7939,6,8254,514,66369,21507,208,306,206,290,51
7940,8,12344,794,101038,32595,322,472,319,462,59
7941,6,9833,665,84845,31859,269,396,247,412,66
7942,6,5354,356,46591,15085,140,216,147,226,36
7943,3,6437,400,50744,17127,166,234,153,216,78
7944,9,17178,1065,137854,42804,426,639,441,606,71
7945,7,4369,291,36594,14568,123,168,99,170,24
7946,5,3634,228,29547,8707,93,135,94,132,27
7947,4,5721,400,51082,14948,164,236,167,250,59
7948,6,810,58,7413,2292,22,36,25,40,6
7949,1,1597,118,15058,5394,43,75,49,88,75
7950,8,8500,533,68777,23293,213,320,212,306,40
7951,3,6900,412,53263,18209,163,249,165,232,83
7952,4,2272,141,17916,6159,57,84,56,80,21
7953,4,8261,523,66097,24054,219,304,191,288,76
7954,2,3723,250,32574,9239,96,154,110,162,77
7955,5,369,26,3286,1325,11,15,9,16,3
7956,3,6981,423,55185,16876,168,255,177,240,85
7957,5,3646,232,29985,10502,92,140,92,136,28
7958,6,6439,414,53119,18930,162,252,163,250,42
7959,9,5383,350,45225,15304,143,207,136,204,23
7960,7,191,14,1680,410,7,7,5,6,1
7961,4,4852,315,40834,12467,131,184,126,180,46
7962,1,561,41,5421,1607,15,26,19,30,26
7963,6,5287,337,43109,14758,133,204,135,204,34
7964,4,1206,96,12448,3468,40,56,40,64,14
7965,8,11866,783,101634,32355,311,472,323,486,59
7966,1,997,43,5379,1902,17,26,17,14,26
7967,4,6483,417,53123,19962,173,244,151,228,61
7968,6,9846,647,83939,27774,263,384,257,388,64
7969,5,5387,359,46246,16220,139,220,145,230,44
7970,9,22556,1453,188454,62290,580,873,586,874,97
7971,4,3356,268,34421,12099,112,156,101,184,39
7972,3,5065,367,46774,18767,154,213,126,232,71
7973,8,11272,720,93608,30126,288,432,291,432,54
7974,5,11830,704,92823,28683,269,435,302,412,87
7975,2,4737,325,41498,12635,137,188,128,194,94
7976,5,5177,340,43488,15516,135,205,132,214,41
7977,2,3514,217,27959,9244,87,130,86,124,65
7978,9,6075,430,54505,20138,178,252,158,268,28
7979,1,1789,134,17400,7212,53,81,48,94,81
7980,1,2097,146,18150,7663,60,86,50,92,86
7981,9,15343,915,118694,39575,366,549,368,506,61
7982,5,2981,205,26085,9137,85,120,77,122,24
7983,2,4598,287,37157,13746,115,172,109,162,86
7984,1,506,27,3807,861,9,18,14,16,18
7985,1,100,5,635,0,2,3,3,2,3
7986,1,324,22,2910,400,8,14,12,16,14
7987,9,20632,1297,167522,53318,514,783,536,774,87
7988,6,11857,803,102976,33006,323,480,326,496,80
7989,1,1000,64,8552,2818,24,40,27,42,40
7990,1,1774,110,14460,3985,43,67,48,66,67
7991,7,9418,622,81304,26226,244,378,257,388,54
7992,8,693,56,6881,3615,24,32,15,38,4
7993,5,5446,335,41922,17368,140,195,114,180,39
7994,1,1897,140,17945,5362,55,85,60,96,85
7995,1,1140,78,10371,3859,28,50,32,54,50
7996,2,1955,119,14740,5909,51,68,40,60,34
7997,8,354,13,1686,421,5,8,6,2,1
7998,1,482,51,6771,1923,21,30,21,42,30
7999,7,5057,325,41823,12941,136,189,129,182,27
8000,3,116,10,1213,179,4,6,5,8,2
8001,4,8175,499,64361,21318,199,300,202,282,75
8002,1,1308,81,9894,3658,35,46,29,42,46
8003,3,2205,154,20376,7569,58,96,62,106,32
8004,7,10497,645,82945,30035,260,385,245,362,55
8005,3,5274,332,43844,13729,128,204,140,202,68
8006,3,3987,291,37849,12138,114,177,120,200,59
8007,8,14372,902,115697,39667,366,536,351,516,67
8008,9,9355,595,77727,27269,235,360,236,352,40
8009,7,16429,1006,129945,46372,404,602,388,572,86
8010,6,13996,940,122141,43729,376,564,363,578,94
8011,4,5466,340,43020,16619,148,192,116,174,48
8012,6,12597,795,100329,39985,327,468,283,450,78
8013,3,3489,274,34685,10250,112,162,114,186,54
8014,1,935,67,8586,2839,27,40,27,44,40
8015,1,2154,154,20083,7231,62,92,59,100,92
8016,1,2576,167,20841,8863,73,94,53,86,94
8017,1,941,54,7145,1325,21,33,27,30,33
8018,7,12908,879,112807,38065,354,525,346,548,75
8019,9,3464,244,31808,9165,91,153,111,170,17
8020,3,400,21,2644,831,9,12,8,8,4
8021,2,1382,71,9224,2828,29,42,29,32,21
8022,4,7476,453,59588,15279,173,280,209,270,70
8023,5,6768,408,52005,19848,163,245,152,228,49
8024,6,4194,273,35059,13205,111,162,101,164,27
8025,8,12602,850,110371,36698,338,512,341,538,64
8026,3,5103,303,39667,11384,120,183,131,166,61
8027,6,8699,614,79387,26591,248,366,244,388,61
8028,8,837,53,6919,1410,21,32,25,32,4
8029,4,3683,243,31205,10862,99,144,93,148,36
8030,7,6186,365,47951,14213,141,224,159,208,32
8031,2,1665,92,11301,4761,42,50,28,36,25
8032,7,1733,117,15522,5216,47,70,46,70,10
8033,4,436,38,5082,1197,14,24,19,30,6
8034,6,12193,797,102937,33395,323,474,320,472,79
8035,6,5603,383,49581,16041,155,228,154,236,38
8036,6,10430,739,94790,36458,307,432,265,460,72
8037,9,7731,487,62696,23212,199,288,181,278,32
8038,4,9109,576,74713,23586,224,352,242,350,88
8039,2,1139,60,7669,2964,24,36,22,28,18
8040,6,6286,402,51660,17464,162,240,158,234,40
8041,4,7320,451,58280,17474,179,272,189,266,68
8042,1,2494,170,21729,7852,74,96,60,96,96
8043,6,9265,664,85644,28567,268,396,264,434,66
8044,8,16340,1023,132535,44328,415,608,404,574,76
8045,6,4320,248,32296,9913,98,150,104,130,25
8046,6,2239,163,20705,8859,67,96,55,106,16
8047,1,1878,95,12457,4216,35,60,40,48,60
8048,8,1571,112,14138,4362,48,64,44,64,8
8049,6,314,18,2426,441,6,12,10,12,2
8050,3,507,41,5164,1514,17,24,17,28,8
8051,3,5549,325,42147,16577,133,192,117,168,64
8052,7,17483,1132,145936,55477,467,665,413,654,95
8053,9,7992,488,62562,22596,191,297,191,284,33
8054,9,7371,429,55647,18124,168,261,176,240,29
8055,7,990,72,8970,3814,30,42,24,46,6
8056,5,5762,364,46944,14889,144,220,151,216,44
8057,1,2404,146,19153,4278,60,86,66,78,86
8058,6,2680,195,25586,8556,75,120,81,136,20
8059,8,10202,702,89897,28277,286,416,284,436,52
8060,2,3148,205,26215,7642,85,120,85,116,60
8061,4,6134,388,50096,15538,152,236,163,230,59
8062,3,7334,478,61065,20420,190,288,191,288,96
8063,8,16767,1115,145984,45130,435,680,473,704,85
8064,2,3989,269,34997,11743,105,164,110,172,82
8065,1,281,37,4652,1418,16,21,14,32,21
8066,2,1693,115,14285,5803,49,66,38,68,33
8067,5,2201,151,19451,6034,61,90,62,94,18
8068,6,5449,330,43315,13130,126,204,143,194,34
8069,1,908,42,5627,1346,16,26,20,18,26
8070,4,7925,505,65914,21403,193,312,213,316,78
8071,8,13253,843,109219,33910,339,504,345,498,63
8072,5,12472,774,99412,32640,309,465,312,444,93
8073,6,11853,805,102812,34279,325,480,319,498,80
8074,5,13064,804,105446,31032,319,485,343,456,97
8075,9,4502,287,36460,14482,116,171,104,164,19
8076,1,2172,145,19170,4900,56,89,66,94,89
8077,6,673,40,5210,2669,16,24,12,22,4
8078,3,1459,92,11949,4016,38,54,36,52,18
8079,8,9888,606,79158,26492,238,368,246,354,46
8080,2,4457,321,41376,15308,131,190,119,202,95
8081,9,6876,471,60287,26195,192,279,158,290,31
8082,1,2441,154,19509,6791,64,90,58,88,90
8083,7,485,26,3201,1713,12,14,6,10,2
8084,7,15313,1021,133670,39096,405,616,436,634,88
8085,8,11479,777,99708,36590,313,464,295,478,58
8086,1,575,29,3734,841,11,18,14,14,18
8087,6,2278,153,20111,5528,57,96,69,104,16
8088,3,2011,122,15817,4342,47,75,54,74,25
8089,8,2756,215,27896,9166,87,128,86,148,16
8090,1,1681,127,16790,5769,49,78,52,90,78
8091,8,4695,340,43855,14641,140,200,132,218,25
8092,1,1470,96,12405,4982,38,58,35,58,58
8093,2,3644,240,31674,10637,94,146,99,154,73
8094,4,1005,70,8766,3954,30,40,22,42,10
8095,3,2707,217,27146,9474,88,129,84,152,43
8096,9,14521,966,124481,45102,390,576,366,588,64
8097,2,3141,197,26459,7381,71,126,92,128,63
8098,9,16149,983,128757,43187,389,594,397,560,66
8099,3,6449,403,52686,15128,157,246,175,240,82
8100,4,105,20,2648,473,8,12,10,20,3
8101,4,1279,90,11738,3637,34,56,39,64,14
8102,5,8014,501,65260,19910,201,300,208,288,60
8103,4,2502,175,22871,6726,75,100,70,102,25
8104,5,10261,684,87596,30380,274,410,268,418,82
8105,2,924,45,5556,1661,19,26,18,18,13
8106,5,8802,579,74557,26536,229,350,226,356,70
8107,7,13606,804,104961,34465,314,490,331,452,70
8108,8,9701,658,84646,30718,266,392,251,408,49
8109,6,1975,150,19511,6634,60,90,60,102,15
8110,4,2480,168,21250,6401,72,96,66,94,24
8111,2,566,40,5185,1104,16,24,19,26,12
8112,5,3885,246,31494,10060,101,145,99,142,29
8113,5,8507,582,76958,23987,222,360,251,386,72
8114,8,12786,840,108692,33369,336,504,349,512,63
8115,4,1790,106,13383,3996,42,64,45,58,16
8116,3,3107,194,25240,7876,74,120,83,120,40
8117,7,4765,326,41831,13848,130,196,130,206,28
8118,9,16431,1140,147442,52783,456,684,439,738,76
8119,8,19377,1206,155738,50878,486,720,484,690,90
8120,9,4651,305,40166,10649,116,189,139,196,21
8121,7,10366,683,88724,27411,270,413,287,422,59
8122,9,7058,451,58499,18841,181,270,181,268,30
8123,3,3267,207,26658,8895,84,123,82,120,41
8124,8,19900,1261,162367,54172,501,760,507,746,95
8125,2,3092,212,27166,8452,80,132,93,144,66
8126,9,17942,1060,137265,44660,430,630,423,560,70
8127,4,6402,400,51722,17701,164,236,156,226,59
8128,1,1360,73,9967,2764,29,44,32,36,44
8129,5,12233,795,103177,33722,320,475,320,472,95
8130,2,1600,114,14626,4509,48,66,45,70,33
8131,7,5145,404,51352,18437,166,238,153,274,34
8132,2,2692,156,19962,6528,62,94,63,84,47
8133,5,571,25,3274,831,10,15,11,6,3
8134,5,60,7,938,0,2,5,5,8,1
8135,5,8946,556,71638,23813,216,340,228,330,68
8136,9,8760,558,72329,22622,225,333,227,326,37
8137,7,7440,476,60788,20322,196,280,184,272,40
8138,7,10585,691,89031,31927,278,413,266,418,59
8139,5,1647,93,11359,4027,38,55,35,48,11
8140,8,15079,941,121598,39362,373,568,385,548,71
8141,5,7705,477,61858,23655,187,290,180,284,58
8142,8,7606,480,61808,22671,192,288,184,280,36
8143,2,4069,295,38118,15271,119,176,107,194,88
8144,2,2803,177,22508,7781,71,106,69,106,53
8145,6,16233,988,126189,44774,394,594,383,562,99
8146,1,2175,145,18512,7382,60,85,51,84,85
8147,4,6655,444,57573,19214,176,268,180,280,67
8148,8,674,42,5298,1788,18,24,16,22,3
8149,3,3083,165,21571,5131,66,99,75,80,33
8150,8,10970,666,87061,28474,266,400,269,374,50
8151,1,681,48,6242,2513,20,28,17,30,28
8152,5,12621,792,103601,34850,312,480,320,472,96
8153,9,4771,320,41115,14769,131,189,120,194,21
8154,3,3331,198,25600,8261,78,120,82,112,40
8155,8,16419,1026,131843,44386,410,616,409,590,77
8156,6,1470,100,13252,4457,40,60,40,62,10
8157,4,655,48,6227,3154,20,28,14,30,7
8158,7,4626,321,41639,15115,132,189,119,200,27
8159,2,410,28,3452,1241,12,16,10,16,8
8160,2,156,20,2594,1356,8,12,6,18,6
8161,1,314,17,2159,620,6,11,8,10,11
8162,5,7952,532,67999,24340,217,315,202,320,63
8163,1,1068,71,9474,3248,24,47,32,52,47
8164,7,7571,452,58555,17366,179,273,192,252,39
8165,8,14815,908,117629,36966,356,552,379,532,69
8166,6,5597,361,46096,14415,145,216,147,214,36
8167,1,213,22,2808,1146,9,13,8,18,13
8168,9,18632,1173,150622,52005,480,693,452,666,77
8169,5,7530,481,62571,19784,181,300,207,306,60
8170,7,14859,928,119806,41389,368,560,369,546,80
8171,9,15998,1068,138529,47010,429,639,422,654,71
8172,7,12493,768,99572,34085,292,476,316,468,68
8173,5,4728,317,40818,12930,127,190,129,198,38
8174,3,4325,249,32218,10724,96,153,102,138,51
8175,6,13634,900,115446,41343,366,534,342,532,89
8176,7,7500,446,58912,17335,166,280,199,270,40
8177,7,8072,497,64017,21369,196,301,202,288,43
8178,5,9545,598,78534,24217,228,370,257,372,74
8179,1,508,27,3648,389,9,18,16,16,18
8180,4,4991,368,47541,15686,148,220,147,244,55
8181,6,9499,608,79061,22150,242,366,264,362,61
8182,3,5024,289,37534,10343,115,174,125,154,58
8183,1,1167,73,9687,3269,27,46,31,46,46
8184,3,1122,59,7539,3080,23,36,22,28,12
8185,8,12820,822,106480,34933,326,496,332,500,62
8186,8,14166,927,120457,39029,367,560,378,568,70
8187,7,13628,948,123172,41042,374,574,384,614,82
8188,7,1345,104,13500,5351,41,63,39,74,9
8189,8,1275,78,10389,2596,30,48,36,46,6
8190,8,14060,957,124058,42327,389,568,375,592,71
8191,3,2011,129,16804,6635,51,78,47,78,26
8192,7,2651,159,20357,6286,61,98,68,94,14
8193,4,354,25,3611,463,9,16,14,18,4
8194,6,2978,209,26593,8444,89,120,80,124,20
8195,5,4345,284,37912,10637,109,175,127,182,35
8196,8,1116,54,6742,2554,22,32,20,22,4
8197,7,5954,428,55283,21568,176,252,152,272,36
8198,4,151,7,935,431,3,4,2,2,1
8199,7,10816,727,94935,34523,279,448,289,476,64
8200,5,4652,305,38302,14536,130,175,107,170,35
8201,6,10282,690,88484,28114,276,414,280,430,69
8202,9,18095,1284,166158,56303,519,765,505,822,85
8203,2,4245,250,33336,8819,92,158,117,152,79
8204,6,2972,208,26932,11344,82,126,73,136,21
8205,9,10348,727,92417,34289,295,432,272,456,48
8206,9,16307,1020,130995,45034,417,603,395,582,67
8207,9,14265,917,119675,35437,350,567,401,578,63
8208,4,858,68,9105,2680,28,40,28,46,10
8209,3,6659,425,55522,20317,170,255,163,258,85
8210,9,14928,965,124064,43530,398,567,365,560,63
8211,3,7874,451,57997,20301,178,273,178,238,91
8212,1,1749,108,13926,3732,39,69,51,70,69
8213,5,11331,744,94895,30891,304,440,296,442,88
8214,7,5127,320,41224,14075,131,189,124,176,27
8215,2,2500,176,22539,7223,68,108,74,118,54
8216,4,5595,342,43941,15546,134,208,136,196,52
8217,9,21301,1373,177720,58296,545,828,556,828,92
8218,3,5423,338,44481,12701,131,207,149,202,69
8219,4,3689,252,32500,11511,100,152,98,160,38
8220,1,1696,108,14072,3584,42,66,49,66,66
8221,1,510,40,5074,2083,16,24,14,28,24
8222,9,18543,1213,156557,52780,493,720,477,722,80
8223,4,9191,575,74393,23173,231,344,237,330,86
8224,9,16106,1030,133212,43213,409,621,419,616,69
8225,2,3262,235,29550,10114,95,140,92,154,70
8226,3,6605,431,56509,17749,167,264,181,274,88
8227,7,3098,205,26364,8400,79,126,87,130,18
8228,1,573,30,3814,820,13,17,13,12,17
8229,7,13333,899,115099,42386,360,539,339,562,77
8230,5,8512,500,65931,18678,195,305,220,280,61
8231,6,5429,367,46615,16361,157,210,133,210,35
8232,7,17028,1154,150070,53229,468,686,443,714,98
8233,9,18460,1263,162677,55207,516,747,490,772,83
8234,5,9817,630,82653,26312,245,385,265,386,77
8235,1,1405,104,13030,4564,46,58,37,62,58
8236,9,17239,1153,148478,50932,469,684,447,694,76
8237,7,1326,78,10226,3364,29,49,34,44,7
8238,4,6245,399,51486,18027,159,240,157,234,60
8239,6,2529,169,21708,7643,73,96,61,92,16
8240,2,342,29,3670,999,13,16,11,18,8
8241,3,7610,453,58216,19238,183,270,179,240,90
8242,4,2898,174,22416,6876,66,108,75,102,27
8243,2,4863,334,42547,12911,138,196,135,204,98
8244,8,7742,512,65402,21756,208,304,200,310,38
8245,8,7874,495,64404,19808,191,304,211,300,38
8246,8,12500,898,115504,42482,370,528,333,570,66
8247,1,1881,106,14343,3742,40,66,49,60,66
8248,5,1252,91,11979,3184,36,55,40,60,11
8249,4,3187,203,25208,8652,87,116,75,110,29
8250,5,789,45,5716,2041,15,30,20,30,6
8251,7,17347,1101,142106,47224,436,665,447,652,95
8252,5,6852,422,54775,16350,167,255,178,246,51
8253,8,6530,453,58938,21261,181,272,175,286,34
8254,7,214,12,1664,189,5,7,6,6,1
8255,2,2643,135,17409,5256,57,78,54,54,39
8256,4,8527,565,72795,25741,225,340,219,348,85
8257,5,11498,764,99202,32830,304,460,309,472,92
8258,1,1023,62,7909,3510,26,36,20,32,36
8259,6,12069,773,100307,33228,305,468,314,468,78
8260,6,9379,630,81209,27004,258,372,248,380,62
8261,2,437,22,3269,0,6,16,16,14,8
8262,9,7027,403,51612,18953,160,243,154,216,27
8263,9,16177,1018,131597,46528,397,621,405,620,69
8264,6,2716,186,23394,7822,78,108,71,110,18
8265,1,515,26,3225,1535,11,15,8,10,15
8266,4,5830,431,54908,20867,175,256,158,284,64
8267,7,14509,924,120056,40117,357,567,382,568,81
8268,7,4241,249,32463,11522,95,154,100,144,22
8269,5,4811,328,42255,14089,128,200,135,216,40
8270,1,2446,142,18361,5927,53,89,61,82,89
8271,4,6683,415,53526,17995,167,248,165,238,62
8272,8,3167,234,30494,9598,98,136,92,146,17
8273,6,14236,991,127990,44274,397,594,388,632,99
8274,9,15657,941,123074,37285,365,576,401,542,64
8275,6,13080,885,114307,37459,351,534,359,560,89
8276,7,11988,709,91822,32103,289,420,273,370,60
8277,1,1567,102,13204,4330,39,63,43,64,63
8278,4,86,7,938,221,3,4,3,4,1
8279,3,6649,436,55277,20298,178,258,164,252,86
8280,7,2954,214,27378,8735,88,126,85,136,18
8281,3,7300,478,61173,22243,199,279,175,274,93
8282,4,5096,336,43044,14110,136,200,135,200,50
8283,7,8747,639,82885,26544,247,392,269,442,56
8284,3,1793,114,14776,4290,45,69,49,70,23
8285,9,5577,346,45137,13689,130,216,151,216,24
8286,5,153,18,2307,252,8,10,9,14,2
8287,9,22889,1430,187183,59380,557,873,600,856,97
8288,6,7841,522,66938,25014,210,312,195,326,52
8289,7,6418,422,55798,17602,163,259,180,270,37
8290,4,8244,599,77297,24787,239,360,244,400,90
8291,2,2493,190,23907,9074,84,106,64,114,53
8292,1,651,45,5728,1578,18,27,19,28,27
8293,2,4062,280,36047,10551,116,164,115,172,82
8294,9,484,26,3596,0,8,18,18,18,2
8295,7,11048,688,89470,28729,275,413,281,396,59
8296,9,16758,1119,145759,43927,462,657,454,660,73
8297,9,2093,134,17413,6236,53,81,52,80,9
8298,5,8036,495,64504,21242,195,300,201,284,60
8299,9,18783,1231,158761,54340,493,738,484,742,82
8300,7,18157,1145,148146,47498,459,686,464,666,98
8301,3,561,49,6650,1083,19,30,25,38,10
8302,7,11574,815,104847,36201,325,490,322,528,70
8303,9,11633,719,91685,31414,287,432,286,412,48
8304,7,3956,291,36812,14245,123,168,101,184,24
8305,5,9170,594,77126,23215,234,360,252,358,72
8306,6,1183,78,9515,4226,36,42,22,38,7
8307,2,4202,308,39803,12657,122,186,127,210,93
8308,3,3706,232,30349,10143,91,141,94,134,47
8309,7,19101,1167,150406,48511,481,686,463,636,98
8310,2,1864,152,19264,5826,62,90,62,108,45
8311,1,1039,53,6979,1672,20,33,25,26,33
8312,8,5177,328,42500,13455,136,192,131,186,24
8313,4,6549,438,57174,17752,174,264,182,276,66
8314,3,527,58,7008,3303,25,33,17,46,11
8315,9,21860,1478,190029,64954,605,873,571,896,97
8316,8,10979,779,100487,35761,307,472,306,520,59
8317,1,1384,87,11328,3532,34,53,36,54,53
8318,8,10340,698,90616,29877,274,424,285,446,53
8319,9,16623,1009,131642,42825,388,621,420,600,69
8320,9,3569,249,32231,11627,96,153,99,168,17
8321,5,3259,215,27877,8621,85,130,90,132,26
8322,8,550,39,5404,1115,15,24,19,26,3
8323,3,4908,343,44440,14758,139,204,135,220,68
8324,7,7605,564,73632,23714,228,336,228,378,48
8325,4,8758,571,73766,25201,223,348,231,354,87
8326,7,16923,1121,144877,46994,449,672,454,684,96
8327,4,9150,586,75518,27207,234,352,225,348,88
8328,3,6275,376,49213,16063,145,231,158,220,77
8329,6,1888,126,15986,6645,54,72,42,68,12
8330,9,15898,1032,132898,42256,420,612,414,606,68
8331,1,221,13,1697,873,4,9,5,10,9
8332,8,10936,662,86325,29737,262,400,264,376,50
8333,9,1660,109,14002,4439,46,63,42,60,7
8334,1,2368,148,18918,7381,59,89,55,88,89
8335,6,15038,960,123478,41753,390,570,374,558,95
8336,7,8224,516,66651,22499,208,308,204,296,44
8337,9,15962,1127,145435,50685,452,675,440,732,75
8338,5,12137,764,100216,33879,294,470,315,468,94
8339,6,9810,647,84094,26883,251,396,270,414,66
8340,5,2135,139,17929,7663,59,80,46,76,16
8341,3,4383,285,36564,12122,114,171,115,170,57
8342,2,1390,104,13179,4080,44,60,41,66,30
8343,6,321,21,2649,1557,9,12,5,12,2
